ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (см),Ширина (см),Высота (см),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Название атрибута 6,Значения атрибутов 6,Видимость атрибута 6,Глобальный атрибут 6,Название атрибута 7,Значения атрибутов 7,Видимость атрибута 7,Глобальный атрибут 7,Название атрибута 8,Значения атрибутов 8,Видимость атрибута 8,Глобальный атрибут 8,Название атрибута 9,Значения атрибутов 9,Видимость атрибута 9,Глобальный атрибут 9,Название атрибута 10,Значения атрибутов 10,Видимость атрибута 10,Глобальный атрибут 10,Метка Meta: _yoast_wpseo_focuskw,Метка Meta: _yoast_wpseo_title
,variable,31067662,,кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue,1,0,visible,кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue,"голубой эффект омбре перфорация ребристая подошва без застежки логотип Swoosh изогнутая форма Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg,,,,,,,,,,Nike,Размер,"8, 9, 10, 11, 12, 13, 14",1,1,Цвет,"Midnight Navy/Comet Blue/Ghost/Midnight Navy, синий",1,1,Артикул,IB6366,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,Nike,1,1,,,,,,,,,,,,,,,,,,
,variation,31067662_8,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 8""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,8,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_9,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 9""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,152.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,9,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_10,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 10""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,184.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,10,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_11,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,140.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,11,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_12,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,185.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,12,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_13,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 13""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,177.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,13,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31067662_14,,"""кроссовки ReactX Rejuven8 Midnight Navy/Comet Blue - 14""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,177.0,,,,"""https://cdn-images.farfetch-contents.com/31/06/76/62/31067662_60972407_1000.jpg""",,,31067662,,,,,,,,Размер,14,1,1,Цвет,синий,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,24184032,,кроссовки Cloudtilt Black/Ivory,1,0,visible,кроссовки Cloudtilt Black/Ivory,"белый/черный система быстрой шнуровки сетчатый верх уплотненная щиколотка логотип сбоку закругленный носок стелька с логотипом подошва CloudTec Phase™? массивная резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg,,,,,,,,,,On Running,Размер,"8, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 14",1,1,Цвет,"BLACK | IVORY, серый",1,1,Артикул,3ME10101430,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
,variation,24184032_8,,"""кроссовки Cloudtilt Black/Ivory - 8""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,174.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,8,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_9.5,,"""кроссовки Cloudtilt Black/Ivory - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,178.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,9.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_9.5,,"""кроссовки Cloudtilt Black/Ivory - 9.5""",1,,visible,,,,,taxable,parent,1,28,,0,0,,,,,0,,,177.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,9.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_10,,"""кроссовки Cloudtilt Black/Ivory - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,178.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,10,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_10,,"""кроссовки Cloudtilt Black/Ivory - 10""",1,,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,178.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,10,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_10.5,,"""кроссовки Cloudtilt Black/Ivory - 10.5""",1,,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,257.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,10.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_10.5,,"""кроссовки Cloudtilt Black/Ivory - 10.5""",1,,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,170.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,10.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_11,,"""кроссовки Cloudtilt Black/Ivory - 11""",1,,visible,,,,,taxable,parent,1,70,,0,0,,,,,0,,,178.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,11,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_11,,"""кроссовки Cloudtilt Black/Ivory - 11""",1,,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,257.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,11,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_11,,"""кроссовки Cloudtilt Black/Ivory - 11""",1,,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,178.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,11,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_11.5,,"""кроссовки Cloudtilt Black/Ivory - 11.5""",1,,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,11.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_12,,"""кроссовки Cloudtilt Black/Ivory - 12""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,200.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,12,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_12,,"""кроссовки Cloudtilt Black/Ivory - 12""",1,,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,173.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,12,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_12.5,,"""кроссовки Cloudtilt Black/Ivory - 12.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,264.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,12.5,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_13,,"""кроссовки Cloudtilt Black/Ivory - 13""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,182.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,13,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_13,,"""кроссовки Cloudtilt Black/Ivory - 13""",1,,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,257.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,13,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_13,,"""кроссовки Cloudtilt Black/Ivory - 13""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,198.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,13,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_13,,"""кроссовки Cloudtilt Black/Ivory - 13""",1,,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,172.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,13,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24184032_14,,"""кроссовки Cloudtilt Black/Ivory - 14""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,192.0,,,,"""https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg""",,,24184032,,,,,,,,Размер,14,1,1,Цвет,серый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31531468,,кроссовки Vomero 18 Black,1,0,visible,кроссовки Vomero 18 Black,"черный амортизация Zoom Air сетчатый верх шнуровка резиновая подошва скульптурная подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg,,,,,,,,,,Nike,Размер,"8, 8.5, 9, 9.5, 10, 11, 11.5, 12",1,1,Цвет,"черный, серый, 005 Black/Dark Smoke Grey/Light Smoke Grey/Black",1,1,Артикул,HM6803,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,Nike,1,1,,,,,,,,,,,,,,,,,,
,variation,31531468_8,,"""кроссовки Vomero 18 Black - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,8,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_8.5,,"""кроссовки Vomero 18 Black - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,8.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_9,,"""кроссовки Vomero 18 Black - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,9,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_9.5,,"""кроссовки Vomero 18 Black - 9.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,9.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_10,,"""кроссовки Vomero 18 Black - 10""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,10,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_11,,"""кроссовки Vomero 18 Black - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_11.5,,"""кроссовки Vomero 18 Black - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,229.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,11.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31531468_12,,"""кроссовки Vomero 18 Black - 12""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,163.0,,,,"""https://cdn-images.farfetch-contents.com/31/53/14/68/31531468_60898904_1000.jpg""",,,31531468,,,,,,,,Размер,12,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,23972821,,кроссовки Dunk Low NBA Paris,1,0,visible,кроссовки Dunk Low NBA Paris,"оливково-зеленый/белый кожа/искусственная кожа логотип Nike Swoosh логотип сбоку нашивка с логотипом на язычке контрастный задник с логотипом дизайн колор-блок закругленный носок перфорированный носок шнуровка спереди уплотненная щиколотка стелька с логотипом промежуточная амортизирующая подошва резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/23/97/28/21/23972821_54101804_1000.jpg,,,,,,,,,,Nike,Размер,7,1,1,Цвет,"белый, зеленый, 001 GREEN/WHITE",1,1,Артикул,FZ4624,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,Nike,1,1,,,,,,,,,,,,,,,,,,
,variation,23972821_7,,"""кроссовки Dunk Low NBA Paris - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,161.0,,,,"""https://cdn-images.farfetch-contents.com/23/97/28/21/23972821_54101804_1000.jpg""",,,23972821,,,,,,,,Размер,7,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,20138446,,кроссовки Shaq Attaq,1,0,visible,кроссовки Shaq Attaq,"Расцветка Cloud White, расцветка Core Black, золотистый, контрастные вставки, стиль колор-блок, перфорация, вышитый логотип сбоку, шнуровка спереди, задник с логотипом, тисненый логотип на язычке, закругленный носок, стелька с логотипом и массивная резиновая подошва.",,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/20/13/84/46/20138446_51336422_1000.jpg,,,,,,,,,,Reebok,Размер,9.5,1,1,Цвет,"черный, белый, Cloud White / Core Black / Gold Metallic",1,1,Артикул,100032830,1,1,Пол,Унисекс,1,1,Сезон,SS25,1,1,Бренд,Reebok,1,1,,,,,,,,,,,,,,,,,,
,variation,20138446_9.5,,"""кроссовки Shaq Attaq - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,175.0,,,,"""https://cdn-images.farfetch-contents.com/20/13/84/46/20138446_51336422_1000.jpg""",,,20138446,,,,,,,,Размер,9.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31597006,,кроссовки Tokyo из коллаборации с Y-3,1,0,visible,кроссовки Tokyo из коллаборации с Y-3,черный кожаный верх три полоски знаковый логотип закругленный носок плоская подошва,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg,,,,,,,,,,adidas,Размер,"4.5, 5, 6, 6.5, 7, 7.5, 8, 10.5",1,1,Цвет,"черный, BLACK/BLACK/ORBGRY, белый",1,1,Артикул,JR6644,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,adidas,1,1,,,,,,,,,,,,,,,,,,
,variation,31597006_4.5,,"""кроссовки Tokyo из коллаборации с Y-3 - 4.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,4.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_5,,"""кроссовки Tokyo из коллаборации с Y-3 - 5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_6,,"""кроссовки Tokyo из коллаборации с Y-3 - 6""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,6,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_6.5,,"""кроссовки Tokyo из коллаборации с Y-3 - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,342.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,6.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_6.5,,"""кроссовки Tokyo из коллаборации с Y-3 - 6.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,6.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_7,,"""кроссовки Tokyo из коллаборации с Y-3 - 7""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,7,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_7.5,,"""кроссовки Tokyo из коллаборации с Y-3 - 7.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,7.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_8,,"""кроссовки Tokyo из коллаборации с Y-3 - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,369.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,8,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,31597006_10.5,,"""кроссовки Tokyo из коллаборации с Y-3 - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,342.0,,,,"""https://cdn-images.farfetch-contents.com/31/59/70/06/31597006_60963520_1000.jpg""",,,31597006,,,,,,,,Размер,10.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,30629206,,кроссовки со вставками,1,0,visible,кроссовки со вставками,зеленый вставки из замши и кожи черные вставки шнуровка подошва с заклепками,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg,,,,,,,,,,Philippe Model Paris,Размер,"39, 40, 41, 42, 43, 44, 45, 46, 47",1,1,Цвет,"зеленый, GREEN",1,1,Артикул,A012116,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,Philippe Model Paris,1,1,,,,,,,,,,,,,,,,,,
,variation,30629206_39,,"""кроссовки со вставками - 39""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,39,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_40,,"""кроссовки со вставками - 40""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,40,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_40,,"""кроссовки со вставками - 40""",1,,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,40,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_40,,"""кроссовки со вставками - 40""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,40,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_41,,"""кроссовки со вставками - 41""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,41,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_41,,"""кроссовки со вставками - 41""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,316.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,41,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_41,,"""кроссовки со вставками - 41""",1,,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,314.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,41,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_41,,"""кроссовки со вставками - 41""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,317.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,41,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30629206_41,,"""кроссовки со вставками - 41""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,319.0,,,,"""https://cdn-images.farfetch-contents.com/30/62/92/06/30629206_60591722_1000.jpg""",,,30629206,,,,,,,,Размер,41,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
