ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (см),Ширина (см),Высота (см),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Название атрибута 6,Значения атрибутов 6,Видимость атрибута 6,Глобальный атрибут 6,Название атрибута 7,Значения атрибутов 7,Видимость атрибута 7,Глобальный атрибут 7,Название атрибута 8,Значения атрибутов 8,Видимость атрибута 8,Глобальный атрибут 8,Название атрибута 9,Значения атрибутов 9,Видимость атрибута 9,Глобальный атрибут 9,Название атрибута 10,Значения атрибутов 10,Видимость атрибута 10,Глобальный атрибут 10,Метка Meta: _yoast_wpseo_focuskw,Метка Meta: _yoast_wpseo_title
,variation,30025434_5.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 5.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,104.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,5.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_6,,"""кроссовки Total 90 3 SP White/Metallic Gold - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,100.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,6,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_6,,"""кроссовки Total 90 3 SP White/Metallic Gold - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,6,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_6.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,6.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_7,,"""кроссовки Total 90 3 SP White/Metallic Gold - 7""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,7,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_7.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 7.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,7.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_9.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 9.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,9.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_10.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 10.5""",1,,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,10.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_11,,"""кроссовки Total 90 3 SP White/Metallic Gold - 11""",1,,visible,,,,,taxable,parent,1,11,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,11,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_11.5,,"""кроссовки Total 90 3 SP White/Metallic Gold - 11.5""",1,,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,179.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,11.5,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_12,,"""кроссовки Total 90 3 SP White/Metallic Gold - 12""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,110.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,12,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_13,,"""кроссовки Total 90 3 SP White/Metallic Gold - 13""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,147.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,13,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30025434_14,,"""кроссовки Total 90 3 SP White/Metallic Gold - 14""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,180.0,,,,"""https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59379085_1000.jpg""",,,30025434,,,,,,,,Размер,14,1,1,Цвет,белый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,30718843,,кроссовки Phantom 4 с камуфляжным принтом,1,0,visible,кроссовки Phantom 4 с камуфляжным принтом,черный камуфляжный принт шнуровка резиновая подошва низкая модель,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/30/71/88/43/30718843_59986393_1000.jpg,,,,,,,,,,Under Armour,Размер,"10, 11, 12",1,1,Цвет,"черный, 001 BLACK",1,1,Артикул,SS25-OBM1KB-99X,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,Under Armour,1,1,,,,,,,,,,,,,,,,,,
,variation,30718843_10,,"""кроссовки Phantom 4 с камуфляжным принтом - 10""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,184.0,,,,"""https://cdn-images.farfetch-contents.com/30/71/88/43/30718843_59986393_1000.jpg""",,,30718843,,,,,,,,Размер,10,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30718843_11,,"""кроссовки Phantom 4 с камуфляжным принтом - 11""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,184.0,,,,"""https://cdn-images.farfetch-contents.com/30/71/88/43/30718843_59986393_1000.jpg""",,,30718843,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30718843_12,,"""кроссовки Phantom 4 с камуфляжным принтом - 12""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,184.0,,,,"""https://cdn-images.farfetch-contents.com/30/71/88/43/30718843_59986393_1000.jpg""",,,30718843,,,,,,,,Размер,12,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,28899670,,кроссовки Cloudvista 2,1,0,visible,кроссовки Cloudvista 2,серо-коричневый шнуровка спереди массивная резиновая подошва логотип сбоку дизайн со вставками,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg,,,,,,,,,,On Running,Размер,"8.5, 9, 9.5, 10, 10.5, 11, 11.5",1,1,Цвет,"нейтральные цвета, FOGE/CINDER",1,1,Артикул,7239954,1,1,Пол,Унисекс,1,1,Сезон,SS25,1,1,Бренд,On Running,1,1,,,,,,,,,,,,,,,,,,
,variation,28899670_8.5,,"""кроссовки Cloudvista 2 - 8.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_8.5,,"""кроссовки Cloudvista 2 - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,309.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,8.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_9,,"""кроссовки Cloudvista 2 - 9""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_9,,"""кроссовки Cloudvista 2 - 9""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,215.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,9,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_9.5,,"""кроссовки Cloudvista 2 - 9.5""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,9.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_10,,"""кроссовки Cloudvista 2 - 10""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,10,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_10.5,,"""кроссовки Cloudvista 2 - 10.5""",1,,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,10.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_11,,"""кроссовки Cloudvista 2 - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,11,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,28899670_11.5,,"""кроссовки Cloudvista 2 - 11.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,207.0,,,,"""https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028895_1000.jpg""",,,28899670,,,,,,,,Размер,11.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,24265382,,кроссовки S-Gendo Run,1,0,visible,кроссовки S-Gendo Run,черный/светло-серый сетчатый дизайн дизайн со вставками вставки из замши и кожи знаковый логотип 3-Stripes логотип сбоку язычок с вышитым логотипом закругленный носок шнуровка спереди петля для подтягивания с логотипом модель без подкладки кожаная стелька с логотипом массивная резиновая подошва,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg,,,,,,,,,,Y-3,Размер,"4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9.5, 10, 10.5, 11, 11.5",1,1,Цвет,"черный, black",1,1,Артикул,IF2025BLACK,1,1,Пол,Мужской,1,1,Сезон,AW24,1,1,Бренд,Y-3,1,1,,,,,,,,,,,,,,,,,,
,variation,24265382_4.5,,"""кроссовки S-Gendo Run - 4.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,282.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,4.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_5,,"""кроссовки S-Gendo Run - 5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,274.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_5,,"""кроссовки S-Gendo Run - 5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,334.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_5.5,,"""кроссовки S-Gendo Run - 5.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,474.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,5.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6,,"""кроссовки S-Gendo Run - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,334.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6,,"""кроссовки S-Gendo Run - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,474.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6,,"""кроссовки S-Gendo Run - 6""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,282.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6.5,,"""кроссовки S-Gendo Run - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,334.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6.5,,"""кроссовки S-Gendo Run - 6.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,474.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_6.5,,"""кроссовки S-Gendo Run - 6.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,282.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,6.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_7,,"""кроссовки S-Gendo Run - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,327.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,7,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_7,,"""кроссовки S-Gendo Run - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,334.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,7,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_7,,"""кроссовки S-Gendo Run - 7""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,282.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,7,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_7.5,,"""кроссовки S-Gendo Run - 7.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,352.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,7.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_8,,"""кроссовки S-Gendo Run - 8""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,8,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_8.5,,"""кроссовки S-Gendo Run - 8.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,8.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_9.5,,"""кроссовки S-Gendo Run - 9.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,9.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_10,,"""кроссовки S-Gendo Run - 10""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,10,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_10.5,,"""кроссовки S-Gendo Run - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,10.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11,,"""кроссовки S-Gendo Run - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11,,"""кроссовки S-Gendo Run - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,414.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11,,"""кроссовки S-Gendo Run - 11""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,474.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11,,"""кроссовки S-Gendo Run - 11""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,295.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11.5,,"""кроссовки S-Gendo Run - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,435.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11.5,,"""кроссовки S-Gendo Run - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,334.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,24265382_11.5,,"""кроссовки S-Gendo Run - 11.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,282.0,,,,"""https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352698_1000.jpg""",,,24265382,,,,,,,,Размер,11.5,1,1,Цвет,черный,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,31426933,,кроссовки Adizero Evo SL,1,0,visible,кроссовки Adizero Evo SL,темно-зеленый три полоски шнуровка резиновая подошва,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/31/42/69/33/31426933_60992935_1000.jpg,,,,,,,,,,adidas,Размер,10.5,1,1,Цвет,"зеленый, AURIVY TAUOXI IRONMT",1,1,Артикул,AW25-OBM0PY-79X,1,1,Пол,Мужской,1,1,Сезон,AW25,1,1,Бренд,adidas,1,1,,,,,,,,,,,,,,,,,,
,variation,31426933_10.5,,"""кроссовки Adizero Evo SL - 10.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,234.0,,,,"""https://cdn-images.farfetch-contents.com/31/42/69/33/31426933_60992935_1000.jpg""",,,31426933,,,,,,,,Размер,10.5,1,1,Цвет,зеленый,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variable,30970618,,сетчатые кроссовки с полосками,1,0,visible,сетчатые кроссовки с полосками,бежевый кожа сетчатый верх три бордовые полоски шнурки резиновая подошва,,,taxable,,1,,,0,0,,,,,0,,,,Обувь,,,https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg,,,,,,,,,,adidas,Размер,"5, 5.5, 6, 6.5, 7, 7.5, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 4",1,1,Цвет,"нейтральные цвета, Cream White / Maroon / Gum",1,1,Артикул,JR7161,1,1,Пол,Унисекс,1,1,Сезон,AW25,1,1,Бренд,adidas,1,1,,,,,,,,,,,,,,,,,,
,variation,30970618_5,,"""сетчатые кроссовки с полосками - 5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_5.5,,"""сетчатые кроссовки с полосками - 5.5""",1,,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,5.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_6,,"""сетчатые кроссовки с полосками - 6""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,6,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_6,,"""сетчатые кроссовки с полосками - 6""",1,,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,153.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,6,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_6.5,,"""сетчатые кроссовки с полосками - 6.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,6.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_7,,"""сетчатые кроссовки с полосками - 7""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,7,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_7.5,,"""сетчатые кроссовки с полосками - 7.5""",1,,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,171.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,variation,30970618_7.5,,"""сетчатые кроссовки с полосками - 7.5""",1,,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,153.0,,,,"""https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834177_1000.jpg""",,,30970618,,,,,,,,Размер,7.5,1,1,Цвет,нейтральные цвета,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
